line_id,order_id,pick_date,picker_id,sku,lot_code,qty_ordered,error_type
1488,5269,2026-01-09,P05,SKU1022,L202609-0095,8,
1489,5269,2026-01-09,P05,SKU1016,L202552-0069,6,
1490,5270,2026-01-09,P03,SKU1015,L202602-0067,7,
1491,5270,2026-01-09,P03,SKU1014,L202625-0065,11,
1492,5270,2026-01-09,P03,SKU1018,L202547-0081,1,
1493,5270,2026-01-09,P03,SKU1024,L202611-0101,1,
1494,5271,2026-01-09,P07,SKU1009,L202611-0040,12,
1495,5271,2026-01-09,P07,SKU1017,L202551-0076,7,
1496,5271,2026-01-09,P07,SKU1012,L202608-0052,5,
1497,5271,2026-01-09,P07,SKU1013,L202546-0055,5,
1498,5271,2026-01-09,P07,SKU1014,L202617-0063,11,
1499,5271,2026-01-09,P07,SKU1016,L202608-0074,1,
1500,5271,2026-01-09,P07,SKU1017,L202607-0077,7,
1501,5271,2026-01-09,P07,SKU1020,L202617-0087,6,
1502,5271,2026-01-09,P07,SKU1025,L202620-0106,5,
1503,5272,2026-01-09,P07,SKU1024,L202624-0102,12,
1504,5272,2026-01-09,P07,SKU1024,L202624-0102,9,
1505,5272,2026-01-09,P07,SKU1022,L202609-0095,6,
1506,5272,2026-01-09,P07,SKU1021,L202607-0089,2,
1507,5272,2026-01-09,P07,SKU1003,L202623-0015,2,
1508,5272,2026-01-09,P07,SKU1011,L202602-0046,12,
1509,5272,2026-01-09,P07,SKU1006,L202601-0024,1,
1510,5272,2026-01-09,P07,SKU1001,L202619-0006,11,
1511,5272,2026-01-09,P07,SKU1006,L202601-0026,11,
1512,5273,2026-01-09,P02,SKU1019,L202624-0083,7,
1513,5273,2026-01-09,P02,SKU1020,L202552-0088,3,
1514,5273,2026-01-09,P02,SKU1022,L202609-0095,5,
1515,5274,2026-01-09,P02,SKU1008,L202613-0036,12,
1516,5274,2026-01-09,P02,SKU1024,L202616-0103,5,
1517,5274,2026-01-09,P02,SKU1002,L202605-0009,1,
1518,5274,2026-01-09,P02,SKU1010,L202607-0042,5,
1519,5274,2026-01-09,P02,SKU1008,L202615-0034,8,
1520,5274,2026-01-09,P02,SKU1006,L202601-0026,7,
1521,5274,2026-01-09,P02,SKU1015,L202608-0066,3,
1522,5274,2026-01-09,P02,SKU1013,L202545-0056,10,
1523,5274,2026-01-09,P02,SKU1014,L202625-0065,5,
1524,5275,2026-01-09,P02,SKU1018,L202547-0081,8,
1525,5275,2026-01-09,P02,SKU1015,L202608-0066,11,
1526,5275,2026-01-09,P02,SKU1001,L202619-0006,7,
1527,5276,2026-01-09,P06,SKU1018,L202552-0079,9,
1528,5276,2026-01-09,P06,SKU1024,L202547-0104,8,
1529,5276,2026-01-09,P06,SKU1023,L202625-0098,9,
1530,5276,2026-01-09,P06,SKU1012,L202602-0054,8,
1531,5276,2026-01-09,P06,SKU1017,L202607-0077,6,
1532,5276,2026-01-09,P06,SKU1012,L202613-0049,11,
1533,5276,2026-01-09,P06,SKU1020,L202616-0086,6,
1534,5276,2026-01-09,P06,SKU1010,L202607-0042,8,
1535,5277,2026-01-09,P05,SKU1005,L202603-0023,1,
1536,5277,2026-01-09,P05,SKU1021,L202610-0090,5,
1537,5277,2026-01-09,P05,SKU1003,L202623-0015,12,
1538,5277,2026-01-09,P05,SKU1002,L202606-0012,8,
1539,5277,2026-01-09,P05,SKU1004,L202547-0016,4,
1540,5278,2026-01-09,P04,SKU1012,L202613-0049,9,
1541,5278,2026-01-09,P04,SKU1015,L202613-0068,8,
1542,5278,2026-01-09,P04,SKU1000,L202546-0001,6,
1543,5278,2026-01-09,P04,SKU1025,L202620-0106,7,
1544,5278,2026-01-09,P04,SKU1025,L202623-0109,11,
1545,5278,2026-01-09,P04,SKU1017,L202551-0076,12,
1546,5278,2026-01-09,P04,SKU1002,L202614-0007,12,
1547,5278,2026-01-09,P04,SKU1020,L202616-0086,8,
1548,5278,2026-01-09,P04,SKU1019,L202624-0083,4,
1549,5279,2026-01-09,P03,SKU1005,L202551-0019,5,
1550,5279,2026-01-09,P03,SKU1003,L202607-0014,10,
1551,5280,2026-01-09,P02,SKU1003,L202607-0014,10,
1552,5280,2026-01-09,P02,SKU1007,L202607-0027,4,
1553,5280,2026-01-09,P02,SKU1025,L202623-0109,6,
1554,5281,2026-01-09,P03,SKU1025,L202613-0107,1,
1555,5281,2026-01-09,P03,SKU1010,L202607-0042,2,
1556,5281,2026-01-09,P03,SKU1024,L202547-0104,3,
1557,5281,2026-01-09,P03,SKU1017,L202551-0076,8,
1558,5281,2026-01-09,P03,SKU1018,L202552-0079,3,
1559,5281,2026-01-09,P03,SKU1020,L202552-0088,7,
1560,5281,2026-01-09,P03,SKU1000,L202601-0002,2,wrong_qty
1561,5282,2026-01-09,P02,SKU1013,L202624-0058,12,
1562,5282,2026-01-09,P02,SKU1004,L202607-0018,5,
1563,5282,2026-01-09,P02,SKU1013,L202545-0056,3,
1564,5282,2026-01-09,P02,SKU1001,L202619-0006,3,
1565,5282,2026-01-09,P02,SKU1019,L202624-0083,11,
1566,5282,2026-01-09,P02,SKU1009,L202610-0039,7,
1567,5283,2026-01-09,P04,SKU1003,L202623-0015,2,
1568,5283,2026-01-09,P04,SKU1024,L202621-0105,9,
1569,5283,2026-01-09,P04,SKU1024,L202624-0102,5,
1570,5283,2026-01-09,P04,SKU1003,L202620-0013,11,
1571,5283,2026-01-09,P04,SKU1015,L202602-0067,3,
1572,5284,2026-01-09,P01,SKU1020,L202617-0087,5,
1573,5284,2026-01-09,P01,SKU1008,L202607-0035,10,
1574,5285,2026-01-09,P08,SKU1003,L202623-0015,1,
1575,5285,2026-01-09,P08,SKU1005,L202601-0020,1,
1576,5286,2026-01-09,P02,SKU1007,L202548-0032,8,
1577,5286,2026-01-09,P02,SKU1010,L202625-0045,4,
1578,5286,2026-01-09,P02,SKU1010,L202615-0043,2,
1579,5287,2026-01-09,P02,SKU1023,L202603-0099,4,
1580,5287,2026-01-09,P02,SKU1007,L202607-0027,8,
1581,5287,2026-01-09,P02,SKU1001,L202601-0005,3,
1582,5287,2026-01-09,P02,SKU1019,L202615-0084,3,
1583,5287,2026-01-09,P02,SKU1004,L202548-0017,12,
1584,5288,2026-01-09,P06,SKU1006,L202608-0025,3,
1585,5288,2026-01-09,P06,SKU1018,L202552-0079,5,
1586,5288,2026-01-09,P06,SKU1014,L202617-0063,7,
1587,5288,2026-01-09,P06,SKU1010,L202615-0043,5,
1588,5288,2026-01-09,P06,SKU1025,L202613-0107,10,
1589,5288,2026-01-09,P06,SKU1007,L202607-0027,7,
1590,5289,2026-01-09,P08,SKU1018,L202611-0082,8,
1591,5289,2026-01-09,P08,SKU1023,L202603-0099,12,
1592,5289,2026-01-09,P08,SKU1007,L202620-0029,7,
1593,5289,2026-01-09,P08,SKU1018,L202547-0080,10,
1594,5289,2026-01-09,P08,SKU1013,L202546-0055,1,
1595,5290,2026-01-09,P01,SKU1016,L202617-0072,8,
1596,5290,2026-01-09,P01,SKU1022,L202606-0094,8,
1597,5290,2026-01-09,P01,SKU1002,L202548-0011,1,
1598,5290,2026-01-09,P01,SKU1013,L202545-0056,3,
1599,5290,2026-01-09,P01,SKU1007,L202548-0032,2,
1600,5290,2026-01-09,P01,SKU1021,L202545-0091,3,
1601,5290,2026-01-09,P01,SKU1018,L202552-0079,8,
1602,5290,2026-01-09,P01,SKU1004,L202607-0018,7,
1603,5291,2026-01-09,P06,SKU1022,L202606-0094,11,
1604,5291,2026-01-09,P06,SKU1022,L202617-0096,9,
1605,5291,2026-01-09,P06,SKU1013,L202601-0057,12,
1606,5291,2026-01-09,P06,SKU1017,L202551-0076,11,
1607,5291,2026-01-09,P06,SKU1010,L202607-0042,9,
1608,5291,2026-01-09,P06,SKU1021,L202545-0091,1,
1609,5291,2026-01-09,P06,SKU1011,L202620-0047,10,
1610,5291,2026-01-09,P06,SKU1011,L202602-0046,11,
1611,5291,2026-01-09,P06,SKU1002,L202548-0011,12,
1612,5292,2026-01-09,P03,SKU1007,L202601-0031,2,
1613,5292,2026-01-09,P03,SKU1023,L202619-0100,12,
1614,5292,2026-01-09,P03,SKU1023,L202625-0098,6,
1615,5292,2026-01-09,P03,SKU1008,L202613-0036,5,
1616,5292,2026-01-09,P03,SKU1011,L202620-0047,8,
1617,5292,2026-01-09,P03,SKU1016,L202552-0069,8,
1618,5292,2026-01-09,P03,SKU1021,L202550-0093,5,
1619,5293,2026-01-09,P06,SKU1006,L202608-0025,2,
1620,5293,2026-01-09,P06,SKU1005,L202615-0021,2,
1621,5293,2026-01-09,P06,SKU1008,L202616-0033,12,
1622,5294,2026-01-09,P03,SKU1016,L202608-0074,1,
1623,5294,2026-01-09,P03,SKU1021,L202550-0093,3,
1624,5294,2026-01-09,P03,SKU1013,L202624-0058,12,
1625,5294,2026-01-09,P03,SKU1009,L202604-0038,2,
1626,5294,2026-01-09,P03,SKU1025,L202613-0107,9,
1627,5295,2026-01-09,P07,SKU1020,L202552-0088,6,
1628,5295,2026-01-09,P07,SKU1021,L202550-0093,9,
1629,5295,2026-01-09,P07,SKU1009,L202625-0041,3,
1630,5295,2026-01-09,P07,SKU1009,L202604-0038,5,
1631,5295,2026-01-09,P07,SKU1011,L202620-0047,1,
1632,5295,2026-01-09,P07,SKU1009,L202611-0040,3,
1633,5295,2026-01-09,P07,SKU1005,L202603-0023,5,
1634,5296,2026-01-09,P03,SKU1005,L202601-0020,2,
1635,5296,2026-01-09,P03,SKU1010,L202615-0043,8,
1636,5296,2026-01-09,P03,SKU1005,L202601-0020,9,
1637,5296,2026-01-09,P03,SKU1021,L202545-0091,6,
1638,5297,2026-01-09,P08,SKU1017,L202607-0077,2,
1639,5297,2026-01-09,P08,SKU1012,L202608-0052,3,
1640,5297,2026-01-09,P08,SKU1010,L202615-0043,1,
1641,5297,2026-01-09,P08,SKU1017,L202607-0077,11,
1642,5298,2026-01-09,P08,SKU1024,L202621-0105,11,
1643,5298,2026-01-09,P08,SKU1018,L202611-0082,6,
1644,5298,2026-01-09,P08,SKU1023,L202603-0099,1,
1645,5298,2026-01-09,P08,SKU1017,L202625-0075,5,
1646,5298,2026-01-09,P08,SKU1019,L202624-0083,8,
1647,5298,2026-01-09,P08,SKU1010,L202607-0042,10,
1648,5299,2026-01-09,P04,SKU1006,L202601-0024,2,
1649,5299,2026-01-09,P04,SKU1014,L202625-0065,11,
1650,5299,2026-01-09,P04,SKU1016,L202617-0072,4,
1651,5299,2026-01-09,P04,SKU1019,L202608-0085,9,
1652,5299,2026-01-09,P04,SKU1021,L202545-0091,7,
1653,5299,2026-01-09,P04,SKU1013,L202601-0057,7,
1654,5300,2026-01-09,P05,SKU1011,L202620-0047,8,
1655,5300,2026-01-09,P05,SKU1002,L202621-0008,12,
1656,5300,2026-01-09,P05,SKU1023,L202603-0099,8,
1657,5300,2026-01-09,P05,SKU1025,L202623-0109,12,
1658,5300,2026-01-09,P05,SKU1004,L202607-0018,10,
1659,5300,2026-01-09,P05,SKU1006,L202608-0025,8,
1660,5300,2026-01-09,P05,SKU1016,L202622-0071,2,
1661,5301,2026-01-10,P07,SKU1000,L202601-0002,11,
1662,5301,2026-01-10,P07,SKU1013,L202545-0056,9,
1663,5301,2026-01-10,P07,SKU1018,L202547-0080,4,
1664,5302,2026-01-10,P07,SKU1017,L202603-0078,1,
1665,5302,2026-01-10,P07,SKU1009,L202625-0041,5,
1666,5302,2026-01-10,P07,SKU1023,L202603-0099,4,
1667,5302,2026-01-10,P07,SKU1000,L202546-0001,5,
1668,5302,2026-01-10,P07,SKU1020,L202552-0088,8,
1669,5302,2026-01-10,P07,SKU1021,L202545-0091,7,
1670,5303,2026-01-10,P04,SKU1003,L202607-0014,8,
1671,5303,2026-01-10,P04,SKU1002,L202548-0011,12,
1672,5304,2026-01-10,P08,SKU1008,L202613-0036,12,
1673,5304,2026-01-10,P08,SKU1011,L202621-0048,12,
1674,5304,2026-01-10,P08,SKU1008,L202615-0034,10,
1675,5304,2026-01-10,P08,SKU1010,L202625-0045,12,
1676,5304,2026-01-10,P08,SKU1005,L202551-0019,5,
1677,5304,2026-01-10,P08,SKU1020,L202617-0087,1,
1678,5304,2026-01-10,P08,SKU1016,L202608-0074,2,
1679,5304,2026-01-10,P08,SKU1024,L202624-0102,2,
1680,5305,2026-01-10,P03,SKU1010,L202546-0044,5,
1681,5305,2026-01-10,P03,SKU1022,L202617-0096,2,
1682,5305,2026-01-10,P03,SKU1011,L202602-0046,1,
1683,5305,2026-01-10,P03,SKU1009,L202610-0039,8,
1684,5305,2026-01-10,P03,SKU1005,L202551-0019,4,
1685,5305,2026-01-10,P03,SKU1007,L202603-0028,9,
1686,5305,2026-01-10,P03,SKU1016,L202620-0073,12,
1687,5306,2026-01-10,P02,SKU1014,L202601-0060,2,
1688,5306,2026-01-10,P02,SKU1000,L202601-0002,6,
1689,5306,2026-01-10,P02,SKU1011,L202602-0046,8,
1690,5306,2026-01-10,P02,SKU1019,L202608-0085,6,
1691,5306,2026-01-10,P02,SKU1009,L202621-0037,12,
1692,5306,2026-01-10,P02,SKU1007,L202603-0028,12,
1693,5306,2026-01-10,P02,SKU1007,L202620-0029,3,
1694,5306,2026-01-10,P02,SKU1002,L202601-0010,12,
1695,5307,2026-01-10,P02,SKU1000,L202601-0002,7,
1696,5307,2026-01-10,P02,SKU1003,L202620-0013,11,
1697,5307,2026-01-10,P02,SKU1001,L202601-0005,2,
1698,5308,2026-01-10,P01,SKU1009,L202621-0037,2,
1699,5308,2026-01-10,P01,SKU1019,L202624-0083,10,
1700,5308,2026-01-10,P01,SKU1005,L202615-0021,1,
1701,5309,2026-01-10,P05,SKU1011,L202602-0046,9,
1702,5309,2026-01-10,P05,SKU1019,L202624-0083,9,
1703,5309,2026-01-10,P05,SKU1003,L202623-0015,1,
1704,5309,2026-01-10,P05,SKU1022,L202609-0095,5,
1705,5309,2026-01-10,P05,SKU1024,L202621-0105,1,
1706,5309,2026-01-10,P05,SKU1003,L202620-0013,9,
1707,5309,2026-01-10,P05,SKU1015,L202602-0067,12,
1708,5310,2026-01-10,P08,SKU1005,L202615-0021,7,
1709,5310,2026-01-10,P08,SKU1016,L202602-0070,7,
1710,5310,2026-01-10,P08,SKU1010,L202607-0042,8,
1711,5311,2026-01-10,P03,SKU1024,L202616-0103,12,
1712,5311,2026-01-10,P03,SKU1023,L202625-0098,2,
1713,5311,2026-01-10,P03,SKU1003,L202607-0014,5,
1714,5311,2026-01-10,P03,SKU1023,L202603-0099,11,
1715,5311,2026-01-10,P03,SKU1014,L202602-0061,9,
1716,5311,2026-01-10,P03,SKU1013,L202545-0056,2,
1717,5311,2026-01-10,P03,SKU1025,L202623-0109,11,
1718,5311,2026-01-10,P03,SKU1000,L202618-0003,8,
1719,5311,2026-01-10,P03,SKU1012,L202608-0052,9,
1720,5312,2026-01-10,P02,SKU1004,L202548-0017,7,
1721,5312,2026-01-10,P02,SKU1003,L202623-0015,3,
1722,5312,2026-01-10,P02,SKU1006,L202608-0025,4,
1723,5313,2026-01-10,P07,SKU1007,L202614-0030,12,
1724,5313,2026-01-10,P07,SKU1024,L202621-0105,10,
1725,5313,2026-01-10,P07,SKU1025,L202623-0109,6,
1726,5314,2026-01-10,P07,SKU1016,L202622-0071,3,
1727,5314,2026-01-10,P07,SKU1003,L202620-0013,5,
1728,5314,2026-01-10,P07,SKU1007,L202548-0032,3,
1729,5314,2026-01-10,P07,SKU1023,L202625-0098,2,
1730,5314,2026-01-10,P07,SKU1000,L202546-0001,7,
1731,5314,2026-01-10,P07,SKU1010,L202615-0043,5,
1732,5314,2026-01-10,P07,SKU1003,L202620-0013,11,
1733,5314,2026-01-10,P07,SKU1024,L202547-0104,8,
1734,5314,2026-01-10,P07,SKU1021,L202548-0092,8,
1735,5315,2026-01-10,P06,SKU1024,L202611-0101,7,
1736,5315,2026-01-10,P06,SKU1003,L202607-0014,8,
1737,5316,2026-01-10,P07,SKU1014,L202601-0060,1,
1738,5316,2026-01-10,P07,SKU1021,L202545-0091,12,
1739,5316,2026-01-10,P07,SKU1013,L202545-0056,5,
1740,5316,2026-01-10,P07,SKU1015,L202608-0066,10,
1741,5316,2026-01-10,P07,SKU1021,L202550-0093,11,
1742,5316,2026-01-10,P07,SKU1015,L202602-0067,9,
1743,5316,2026-01-10,P07,SKU1016,L202552-0069,7,
1744,5316,2026-01-10,P07,SKU1018,L202611-0082,10,
1745,5316,2026-01-10,P07,SKU1024,L202616-0103,6,
1746,5317,2026-01-10,P01,SKU1011,L202620-0047,12,
1747,5317,2026-01-10,P01,SKU1024,L202616-0103,7,
1748,5317,2026-01-10,P01,SKU1011,L202620-0047,7,
1749,5317,2026-01-10,P01,SKU1021,L202610-0090,4,
1750,5318,2026-01-10,P05,SKU1022,L202606-0094,5,
1751,5318,2026-01-10,P05,SKU1005,L202551-0019,9,
1752,5318,2026-01-10,P05,SKU1014,L202625-0065,7,
1753,5319,2026-01-10,P07,SKU1000,L202618-0003,8,
1754,5319,2026-01-10,P07,SKU1010,L202625-0045,10,
1755,5319,2026-01-10,P07,SKU1018,L202552-0079,8,
1756,5319,2026-01-10,P07,SKU1021,L202610-0090,6,
1757,5319,2026-01-10,P07,SKU1025,L202548-0108,3,
1758,5319,2026-01-10,P07,SKU1011,L202620-0047,4,
1759,5320,2026-01-10,P02,SKU1009,L202610-0039,1,
1760,5320,2026-01-10,P02,SKU1018,L202611-0082,4,
1761,5320,2026-01-10,P02,SKU1002,L202606-0012,10,
1762,5320,2026-01-10,P02,SKU1010,L202546-0044,2,
1763,5320,2026-01-10,P02,SKU1016,L202617-0072,7,
1764,5321,2026-01-10,P02,SKU1016,L202622-0071,7,
1765,5321,2026-01-10,P02,SKU1010,L202615-0043,7,
1766,5321,2026-01-10,P02,SKU1019,L202608-0085,8,
1767,5321,2026-01-10,P02,SKU1017,L202551-0076,1,
1768,5321,2026-01-10,P02,SKU1016,L202602-0070,10,
1769,5321,2026-01-10,P02,SKU1021,L202548-0092,5,
1770,5322,2026-01-10,P07,SKU1016,L202602-0070,6,
1771,5322,2026-01-10,P07,SKU1007,L202603-0028,12,
1772,5323,2026-01-10,P05,SKU1013,L202601-0057,2,
1773,5323,2026-01-10,P05,SKU1013,L202601-0057,5,
1774,5323,2026-01-10,P05,SKU1008,L202615-0034,7,
1775,5323,2026-01-10,P05,SKU1004,L202547-0016,1,
1776,5323,2026-01-10,P05,SKU1009,L202611-0040,8,
1777,5323,2026-01-10,P05,SKU1013,L202624-0058,11,
1778,5323,2026-01-10,P05,SKU1006,L202601-0024,5,
1779,5323,2026-01-10,P05,SKU1008,L202607-0035,11,
1780,5324,2026-01-10,P01,SKU1025,L202620-0106,1,
1781,5324,2026-01-10,P01,SKU1002,L202605-0009,10,
1782,5324,2026-01-10,P01,SKU1002,L202601-0010,6,
1783,5324,2026-01-10,P01,SKU1002,L202601-0010,12,
1784,5324,2026-01-10,P01,SKU1007,L202607-0027,10,
1785,5324,2026-01-10,P01,SKU1003,L202623-0015,11,
1786,5324,2026-01-10,P01,SKU1024,L202621-0105,5,
1787,5324,2026-01-10,P01,SKU1002,L202621-0008,10,
1788,5324,2026-01-10,P01,SKU1025,L202548-0108,6,
1789,5325,2026-01-10,P07,SKU1013,L202545-0056,3,
1790,5325,2026-01-10,P07,SKU1006,L202608-0025,8,
1791,5325,2026-01-10,P07,SKU1018,L202552-0079,8,
1792,5325,2026-01-10,P07,SKU1022,L202606-0094,6,
1793,5325,2026-01-10,P07,SKU1015,L202613-0068,4,
1794,5326,2026-01-10,P03,SKU1015,L202613-0068,6,
1795,5326,2026-01-10,P03,SKU1000,L202618-0003,10,
1796,5326,2026-01-10,P03,SKU1023,L202619-0100,1,
1797,5326,2026-01-10,P03,SKU1025,L202613-0107,5,
1798,5326,2026-01-10,P03,SKU1009,L202610-0039,11,
1799,5326,2026-01-10,P03,SKU1007,L202614-0030,7,expired_lot
1800,5326,2026-01-10,P03,SKU1008,L202607-0035,2,
1801,5327,2026-01-10,P04,SKU1006,L202601-0024,8,
1802,5327,2026-01-10,P04,SKU1025,L202623-0109,1,
1803,5327,2026-01-10,P04,SKU1002,L202601-0010,8,
1804,5327,2026-01-10,P04,SKU1010,L202625-0045,2,
1805,5327,2026-01-10,P04,SKU1022,L202617-0096,9,
1806,5327,2026-01-10,P04,SKU1013,L202612-0059,12,
1807,5328,2026-01-10,P06,SKU1022,L202606-0094,1,
1808,5328,2026-01-10,P06,SKU1005,L202551-0022,11,
1809,5328,2026-01-10,P06,SKU1012,L202612-0050,11,
1810,5328,2026-01-10,P06,SKU1018,L202552-0079,2,
1811,5328,2026-01-10,P06,SKU1016,L202608-0074,11,
1812,5328,2026-01-10,P06,SKU1019,L202608-0085,7,
1813,5328,2026-01-10,P06,SKU1010,L202625-0045,8,
1814,5328,2026-01-10,P06,SKU1004,L202548-0017,3,
1815,5328,2026-01-10,P06,SKU1010,L202546-0044,4,
1816,5329,2026-01-10,P06,SKU1012,L202608-0052,10,
1817,5329,2026-01-10,P06,SKU1000,L202618-0003,11,
1818,5329,2026-01-10,P06,SKU1007,L202607-0027,8,
1819,5329,2026-01-10,P06,SKU1022,L202609-0095,1,
1820,5330,2026-01-10,P07,SKU1004,L202547-0016,6,
1821,5330,2026-01-10,P07,SKU1018,L202552-0079,1,
1822,5330,2026-01-10,P07,SKU1013,L202624-0058,11,
1823,5330,2026-01-10,P07,SKU1007,L202548-0032,4,
1824,5330,2026-01-10,P07,SKU1025,L202548-0108,5,
1825,5330,2026-01-10,P07,SKU1012,L202612-0050,7,
1826,5331,2026-01-10,P04,SKU1023,L202619-0100,4,
1827,5331,2026-01-10,P04,SKU1013,L202545-0056,1,
1828,5331,2026-01-10,P04,SKU1008,L202615-0034,10,
1829,5331,2026-01-10,P04,SKU1007,L202620-0029,10,
1830,5331,2026-01-10,P04,SKU1014,L202601-0060,1,
1831,5331,2026-01-10,P04,SKU1010,L202625-0045,11,
1832,5332,2026-01-10,P07,SKU1023,L202619-0100,5,
1833,5332,2026-01-10,P07,SKU1017,L202625-0075,1,
1834,5332,2026-01-10,P07,SKU1007,L202614-0030,6,
1835,5332,2026-01-10,P07,SKU1021,L202550-0093,12,
1836,5332,2026-01-10,P07,SKU1001,L202546-0004,5,
1837,5332,2026-01-10,P07,SKU1012,L202613-0051,7,
1838,5332,2026-01-10,P07,SKU1004,L202607-0018,1,
1839,5332,2026-01-10,P07,SKU1008,L202615-0034,9,
1840,5333,2026-01-10,P06,SKU1004,L202547-0016,6,
1841,5333,2026-01-10,P06,SKU1013,L202545-0056,5,
1842,5333,2026-01-10,P06,SKU1001,L202546-0004,8,
1843,5333,2026-01-10,P06,SKU1008,L202607-0035,7,
1844,5333,2026-01-10,P06,SKU1008,L202607-0035,9,
1845,5333,2026-01-10,P06,SKU1005,L202615-0021,12,
1846,5333,2026-01-10,P06,SKU1024,L202624-0102,9,
1847,5333,2026-01-10,P06,SKU1021,L202548-0092,1,
1848,5333,2026-01-10,P06,SKU1001,L202546-0004,3,
1849,5334,2026-01-10,P05,SKU1022,L202625-0097,7,
1850,5334,2026-01-10,P05,SKU1015,L202608-0066,8,
1851,5334,2026-01-10,P05,SKU1022,L202625-0097,8,
1852,5334,2026-01-10,P05,SKU1023,L202625-0098,2,
1853,5335,2026-01-10,P04,SKU1005,L202601-0020,12,
1854,5335,2026-01-10,P04,SKU1008,L202615-0034,10,
1855,5335,2026-01-10,P04,SKU1000,L202618-0003,10,
1856,5335,2026-01-10,P04,SKU1002,L202621-0008,8,
1857,5335,2026-01-10,P04,SKU1010,L202607-0042,5,
1858,5335,2026-01-10,P04,SKU1021,L202607-0089,7,
1859,5336,2026-01-10,P02,SKU1004,L202547-0016,2,
1860,5336,2026-01-10,P02,SKU1022,L202625-0097,8,
1861,5336,2026-01-10,P02,SKU1008,L202616-0033,6,
1862,5336,2026-01-10,P02,SKU1020,L202552-0088,8,
1863,5336,2026-01-10,P02,SKU1023,L202619-0100,10,
1864,5336,2026-01-10,P02,SKU1001,L202619-0006,5,
1865,5336,2026-01-10,P02,SKU1001,L202619-0006,2,
1866,5337,2026-01-10,P07,SKU1012,L202613-0051,3,
1867,5337,2026-01-10,P07,SKU1024,L202547-0104,2,
1868,5337,2026-01-10,P07,SKU1006,L202601-0024,7,
1869,5338,2026-01-10,P05,SKU1003,L202607-0014,8,
1870,5338,2026-01-10,P05,SKU1023,L202603-0099,11,
1871,5338,2026-01-10,P05,SKU1011,L202621-0048,2,
1872,5338,2026-01-10,P05,SKU1016,L202602-0070,8,
1873,5339,2026-01-10,P07,SKU1008,L202613-0036,2,
1874,5339,2026-01-10,P07,SKU1025,L202548-0108,10,
1875,5339,2026-01-10,P07,SKU1020,L202617-0087,2,
1876,5339,2026-01-10,P07,SKU1010,L202625-0045,11,
1877,5339,2026-01-10,P07,SKU1021,L202610-0090,8,
1878,5339,2026-01-10,P07,SKU1020,L202552-0088,2,
1879,5339,2026-01-10,P07,SKU1013,L202546-0055,8,
1880,5339,2026-01-10,P07,SKU1004,L202607-0018,5,
1881,5339,2026-01-10,P07,SKU1016,L202617-0072,5,
1882,5340,2026-01-10,P02,SKU1016,L202552-0069,9,
1883,5340,2026-01-10,P02,SKU1003,L202607-0014,11,
1884,5341,2026-01-10,P05,SKU1008,L202616-0033,9,
1885,5341,2026-01-10,P05,SKU1023,L202619-0100,8,
1886,5341,2026-01-10,P05,SKU1005,L202551-0022,1,
1887,5341,2026-01-10,P05,SKU1022,L202617-0096,6,
1888,5341,2026-01-10,P05,SKU1014,L202625-0065,8,
1889,5341,2026-01-10,P05,SKU1008,L202607-0035,3,
1890,5341,2026-01-10,P05,SKU1002,L202606-0012,10,
1891,5342,2026-01-10,P02,SKU1017,L202625-0075,1,
1892,5342,2026-01-10,P02,SKU1000,L202546-0001,11,
1893,5342,2026-01-10,P02,SKU1022,L202625-0097,11,
1894,5342,2026-01-10,P02,SKU1019,L202608-0085,8,
1895,5342,2026-01-10,P02,SKU1019,L202615-0084,12,
1896,5342,2026-01-10,P02,SKU1022,L202625-0097,5,
1897,5342,2026-01-10,P02,SKU1004,L202547-0016,4,
1898,5342,2026-01-10,P02,SKU1000,L202618-0003,4,
1899,5343,2026-01-10,P04,SKU1020,L202616-0086,11,
1900,5343,2026-01-10,P04,SKU1020,L202552-0088,4,
1901,5343,2026-01-10,P04,SKU1024,L202547-0104,3,
1902,5343,2026-01-10,P04,SKU1000,L202546-0001,3,
1903,5343,2026-01-10,P04,SKU1023,L202619-0100,8,
1904,5343,2026-01-10,P04,SKU1015,L202608-0066,8,
1905,5343,2026-01-10,P04,SKU1006,L202608-0025,10,
1906,5343,2026-01-10,P04,SKU1012,L202613-0049,6,wrong_item
1907,5343,2026-01-10,P04,SKU1022,L202625-0097,7,
1908,5344,2026-01-10,P05,SKU1015,L202602-0067,8,
1909,5344,2026-01-10,P05,SKU1023,L202619-0100,11,
1910,5345,2026-01-10,P08,SKU1022,L202606-0094,9,
1911,5345,2026-01-10,P08,SKU1018,L202547-0081,9,
1912,5345,2026-01-10,P08,SKU1020,L202617-0087,8,
1913,5345,2026-01-10,P08,SKU1019,L202608-0085,6,
1914,5345,2026-01-10,P08,SKU1013,L202546-0055,3,
1915,5346,2026-01-10,P04,SKU1011,L202620-0047,4,
1916,5346,2026-01-10,P04,SKU1018,L202547-0081,10,
1917,5346,2026-01-10,P04,SKU1022,L202625-0097,3,
1918,5346,2026-01-10,P04,SKU1023,L202619-0100,7,
1919,5346,2026-01-10,P04,SKU1021,L202545-0091,8,
1920,5346,2026-01-10,P04,SKU1005,L202603-0023,4,
1921,5346,2026-01-10,P04,SKU1023,L202625-0098,11,
1922,5346,2026-01-10,P04,SKU1005,L202601-0020,3,
